Delay	ACF
ps	
Coupled  E1030 = 76uJ	Measured
-39.974999984	0.0180180177858
-39.9666666507	0.00900900889291
-39.9583333174	0.0180180177858
-39.949999984	0.0270270266787
-39.9416666507	0.0270270266787
-39.9333333174	0.0270270266787
-39.924999984	0.0270270266787
-39.9166666507	0.0180180177858
-39.9083333174	0.0360360355716
-39.899999984	0.0180180177858
-39.8916666507	0.0360360355716
-39.8833333174	0.0270270266787
-39.8749999841	0.0270270266787
-39.8666666507	0.0180180177858
-39.8583333174	0.0180180177858
-39.8499999841	0.0270270266787
-39.8416666507	0.0270270266787
-39.8333333174	0.0360360355716
-39.8249999841	0.0360360355716
-39.8166666507	0.0270270266787
-39.8083333174	0.0180180177858
-39.7999999841	0.00900900889291
-39.7916666507	0.0270270266787
-39.7833333174	0.0360360355716
-39.7749999841	0.0360360355716
-39.7666666508	0.0270270266787
-39.7583333174	0.0360360355716
-39.7499999841	0.00900900889291
-39.7416666508	0.0270270266787
-39.7333333174	0.0270270266787
-39.7249999841	0.00900900889291
-39.7166666508	0.0180180177858
-39.7083333174	0.0180180177858
-39.6999999841	0.0270270266787
-39.6916666508	0.0270270266787
-39.6833333175	0.0270270266787
-39.6749999841	0.0270270266787
-39.6666666508	0.0180180177858
-39.6583333175	0.00900900889291
-39.6499999841	0.0270270266787
-39.6416666508	0.0270270266787
-39.6333333175	0.0270270266787
-39.6249999842	0.0270270266787
-39.6166666508	0.0180180177858
-39.6083333175	0.0180180177858
-39.5999999842	0.0270270266787
-39.5916666508	0.0180180177858
-39.5833333175	0.0270270266787
-39.5749999842	0.0270270266787
-39.5666666508	0.0270270266787
-39.5583333175	0.0270270266787
-39.5499999842	0.0180180177858
-39.5416666508	0.0180180177858
-39.5333333175	0.0270270266787
-39.5249999842	0.0270270266787
-39.5166666509	0.0270270266787
-39.5083333175	0.0360360355716
-39.4999999842	0.0180180177858
-39.4916666509	0.0180180177858
-39.4833333175	0.0270270266787
-39.4749999842	0.0270270266787
-39.4666666509	0.0270270266787
-39.4583333176	0.0180180177858
-39.4499999842	0.0270270266787
-39.4416666509	0.0630630622503
-39.4333333176	0.0180180177858
-39.4249999842	0.0180180177858
-39.4166666509	0.0180180177858
-39.4083333176	0.0270270266787
-39.3999999842	0.0180180177858
-39.3916666509	0.0270270266787
-39.3833333176	0.0360360355716
-39.3749999842	0.0540540533574
-39.3666666509	0.0360360355716
-39.3583333176	0.0270270266787
-39.3499999843	0.0270270266787
-39.3416666509	0.0180180177858
-39.3333333176	0.0180180177858
-39.3249999843	0.0360360355716
-39.3166666509	0.0180180177858
-39.3083333176	0.0270270266787
-39.2999999843	0.0180180177858
-39.2916666509	0.0180180177858
-39.2833333176	0.00900900889291
-39.2749999843	0.0180180177858
-39.266666651	0.0270270266787
-39.2583333176	0.0270270266787
-39.2499999843	0.0270270266787
-39.241666651	0.0180180177858
-39.2333333176	0.0270270266787
-39.2249999843	0.0360360355716
-39.216666651	0.0180180177858
-39.2083333177	0.0180180177858
-39.1999999843	0.0270270266787
-39.191666651	0.0360360355716
-39.1833333177	0.0360360355716
-39.1749999843	0.0180180177858
-39.166666651	0.0270270266787
-39.1583333177	0.0270270266787
-39.1499999843	0.0180180177858
-39.141666651	0.0180180177858
-39.1333333177	0.0180180177858
-39.1249999843	0.00900900889291
-39.116666651	0.0270270266787
-39.1083333177	0.0270270266787
-39.0999999844	0.0360360355716
-39.091666651	0.0450450444645
-39.0833333177	0.0360360355716
-39.0749999844	0.0270270266787
-39.066666651	0.00900900889291
-39.0583333177	0.0180180177858
-39.0499999844	0.00900900889291
-39.0416666511	0.0180180177858
-39.0333333177	0.0180180177858
-39.0249999844	0.0180180177858
-39.0166666511	0.0270270266787
-39.0083333177	0.0270270266787
-38.9999999844	0.0360360355716
-38.9916666511	0.0270270266787
-38.9833333177	0.0180180177858
-38.9749999844	0.0180180177858
-38.9666666511	0.0270270266787
-38.9583333178	0.0180180177858
-38.9499999844	0.0180180177858
-38.9416666511	0.0180180177858
-38.9333333178	0.0270270266787
-38.9249999844	0.0270270266787
-38.9166666511	0.0180180177858
-38.9083333178	0.0180180177858
-38.8999999844	0.0180180177858
-38.8916666511	0.0360360355716
-38.8833333178	0.0270270266787
-38.8749999845	0.0180180177858
-38.8666666511	0.0180180177858
-38.8583333178	0.0180180177858
-38.8499999845	0.0270270266787
-38.8416666511	0.0270270266787
-38.8333333178	0.0270270266787
-38.8249999845	0.0180180177858
-38.8166666511	0.0360360355716
-38.8083333178	0.0270270266787
-38.7999999845	0.0270270266787
-38.7916666512	0.0270270266787
-38.7833333178	0.0180180177858
-38.7749999845	0.0270270266787
-38.7666666512	0.0450450444645
-38.7583333178	0.0180180177858
-38.7499999845	0.0270270266787
-38.7416666512	0.0360360355716
-38.7333333178	0.0270270266787
-38.7249999845	0.0270270266787
-38.7166666512	0.0360360355716
-38.7083333179	0.0360360355716
-38.6999999845	0.0180180177858
-38.6916666512	0.0180180177858
-38.6833333179	0.0270270266787
-38.6749999845	0.0270270266787
-38.6666666512	0.0270270266787
-38.6583333179	0.0180180177858
-38.6499999845	0.00900900889291
-38.6416666512	0.0360360355716
-38.6333333179	0.0180180177858
-38.6249999846	0.0180180177858
-38.6166666512	0.0270270266787
-38.6083333179	0.0270270266787
-38.5999999846	0.0360360355716
-38.5916666512	0.0270270266787
-38.5833333179	0.0270270266787
-38.5749999846	0.0180180177858
-38.5666666512	0.0180180177858
-38.5583333179	0.0270270266787
-38.5499999846	0.0360360355716
-38.5416666513	0.0270270266787
-38.5333333179	0.0270270266787
-38.5249999846	0.0360360355716
-38.5166666513	0.0270270266787
-38.5083333179	0.0270270266787
-38.4999999846	0.0180180177858
-38.4916666513	0.0360360355716
-38.4833333179	0.0270270266787
-38.4749999846	0.00900900889291
-38.4666666513	0.0180180177858
-38.458333318	0.0270270266787
-38.4499999846	0.00900900889291
-38.4416666513	0.0180180177858
-38.433333318	0.0180180177858
-38.4249999846	0.0270270266787
-38.4166666513	0.0270270266787
-38.408333318	0.00900900889291
-38.3999999846	0.0360360355716
-38.3916666513	0.0360360355716
-38.383333318	0.0270270266787
-38.3749999847	0.0270270266787
-38.3666666513	0.0180180177858
-38.358333318	0.0270270266787
-38.3499999847	0.0180180177858
-38.3416666513	0.0270270266787
