2255.29743	1.82E-4
2258.28193	2.28E-4
2261.26643	1.93E-4
2264.25093	1.53E-4
2267.23543	1.68E-4
2270.21993	2.02E-4
2273.20443	2.34E-4
2276.18893	2.08E-4
2279.17343	1.93E-4
2282.15793	2.01E-4
2285.14243	1.47E-4
2288.12693	1.53E-4
2291.11143	1.58E-4
2294.09593	1.65E-4
2297.08043	1.36E-4
2300.06493	1.52E-4
2303.04943	1.47E-4
2306.03393	2.1E-4
2309.01843	2.65E-4
2312.00293	2.32E-4
2314.98743	2.2E-4
2317.97193	1.92E-4
2320.95643	2.16E-4
2323.94093	2.28E-4
2326.92543	2E-4
2329.90993	2.03E-4
2332.89443	2.05E-4
2335.87893	2.82E-4
2338.86343	3.65E-4
2341.84793	4.17E-4
2344.83243	5.42E-4
2347.81693	8.58E-4
2350.80143	0.001395
2353.78593	0.003222
2356.77043	0.004584
2359.75493	0.004434
2362.73943	0.004083
2365.72393	0.005406
2368.70843	0.006952
2371.69293	0.009925
2374.67743	0.012987
2377.66193	0.013929
2380.64643	0.01283
2383.63093	0.011191
2386.61543	0.010185
2389.59993	0.008615
2392.58443	0.008015
2395.56893	0.007723
2398.55343	0.008728
2401.53793	0.010624
2404.52243	0.01289
2407.50693	0.015934
2410.49143	0.019675
2413.47593	0.022767
2416.46043	0.025708
2419.44493	0.02678
2422.42943	0.032356
2425.41393	0.038427
2428.39843	0.04312
2431.38293	0.044751
2434.36743	0.048141
2437.35193	0.053497
2440.33643	0.057002
2443.32093	0.059104
2446.30543	0.057413
2449.28993	0.055382
2452.27443	0.055726
2455.25893	0.055176
2458.24343	0.060571
2461.22793	0.064057
2464.21243	0.068943
2467.19693	0.072776
2470.18143	0.074834
2473.16593	0.079577
2476.15043	0.085109
2479.13493	0.0946
2482.11943	0.110798
2485.10393	0.119643
2488.08843	0.132721
2491.07293	0.144452
2494.05743	0.151878
2497.04193	0.160265
2500.02643	0.167638
2503.01093	0.171446
2505.99543	0.173416
2508.97993	0.175641
2511.96443	0.176041
2514.94893	0.177834
2517.93343	0.181206
2520.91793	0.184337
2523.90243	0.190082
2526.88693	0.192816
2529.87143	0.200208
2532.85593	0.207586
2535.84043	0.213189
2538.82493	0.217466
2541.80943	0.221925
2544.79393	0.221043
2547.77843	0.223291
2550.76293	0.230745
2553.74743	0.228721
2556.73193	0.214201
2559.71643	0.215103
2562.70093	0.219524
2565.68543	0.219666
2568.66993	0.221354
2571.65443	0.223828
2574.63893	0.230102
2577.62343	0.228754
2580.60793	0.233059
2583.59243	0.245429
2586.57693	0.250324
2589.56143	0.225748
2592.54593	0.250653
2595.53043	0.258326
2598.51493	0.242736
2601.49943	0.238033
2604.48393	0.244138
2607.46843	0.240669
2610.45293	0.22154
2613.43743	0.211817
2616.42193	0.221943
2619.40643	0.230911
2622.39093	0.224654
2625.37543	0.22171
2628.35993	0.233885
2631.34443	0.256551
2634.32893	0.263609
2637.31343	0.260945
2640.29793	0.255412
2643.28243	0.259634
2646.26693	0.255453
2649.25143	0.25385
2652.23593	0.263952
2655.22043	0.258124
2658.20493	0.245982
2661.18943	0.217777
2664.17393	0.205496
2667.15843	0.215332
2670.14293	0.214819
2673.12743	0.2068
2676.11193	0.227435
2679.09643	0.230772
2682.08093	0.232472
2685.06543	0.246678
2688.04993	0.23261
2691.03443	0.23141
2694.01893	0.242992
2697.00343	0.240005
2699.98793	0.247804
2702.97243	0.238031
2705.95693	0.227609
2708.94143	0.24514
2711.92593	0.245528
2714.91043	0.218472
2717.89493	0.214593
2720.87943	0.220885
2723.86393	0.232009
2726.84843	0.225983
2729.83293	0.210076
2732.81743	0.196696
2735.80193	0.183849
2738.78643	0.21831
2741.77093	0.232296
2744.75543	0.239559
2747.73993	0.235628
2750.72443	0.217102
2753.70893	0.233917
2756.69343	0.231319
2759.67793	0.229267
2762.66243	0.22453
2765.64693	0.219985
2768.63143	0.225956
2771.61593	0.221558
2774.60043	0.207495
2777.58493	0.205888
2780.56943	0.201865
2783.55393	0.207914
2786.53843	0.220764
2789.52293	0.223802
2792.50743	0.222844
2795.49193	0.217852
2798.47643	0.204398
2801.46093	0.207823
2804.44543	0.205226
2807.42993	0.205796
2810.41443	0.202887
2813.39893	0.204284
2816.38343	0.204862
2819.36793	0.208575
2822.35243	0.212687
2825.33693	0.211822
2828.32143	0.205743
2831.30593	0.205721
2834.29043	0.20648
2837.27493	0.20958
2840.25943	0.207217
2843.24393	0.200713
2846.22843	0.199317
2849.21293	0.188964
2852.19743	0.187711
2855.18193	0.18449
2858.16643	0.179365
2861.15093	0.174611
2864.13543	0.169927
2867.11993	0.164401
2870.10443	0.162542
2873.08893	0.155386
2876.07343	0.148448
2879.05793	0.144016
2882.04243	0.137248
2885.02693	0.131579
2888.01143	0.127921
2890.99593	0.124359
2893.98043	0.116536
2896.96493	0.107823
2899.94943	0.102643
2902.93393	0.0962
2905.91843	0.088954
2908.90293	0.084291
2911.88743	0.080778
2914.87193	0.073854
2917.85643	0.067826
2920.84093	0.067005
2923.82543	0.062485
2926.80993	0.06038
2929.79443	0.058269
2932.77893	0.056779
2935.76343	0.05467
2938.74793	0.051816
2941.73243	0.050193
2944.71693	0.049544
2947.70143	0.046873
2950.68593	0.047078
2953.67043	0.045588
2956.65493	0.044769
2959.63943	0.045434
2962.62393	0.043256
2965.60843	0.042963
2968.59293	0.04055
2971.57743	0.040856
2974.56193	0.04043
2977.54643	0.041905
2980.53093	0.041198
2983.51543	0.040699
2986.49993	0.041483
2989.48443	0.042339
2992.46893	0.042187
2995.45343	0.04277
2998.43793	0.044187
3001.42243	0.042771
3004.40693	0.045607
3007.39143	0.044522
3010.37593	0.044158
3013.36043	0.04574
3016.34493	0.045711
3019.32943	0.045677
3022.31393	0.04685
3025.29843	0.046368
3028.28293	0.043496
3031.26743	0.045175
3034.25193	0.041776
3037.23643	0.042391
3040.22093	0.040053
3043.20543	0.039237
3046.18993	0.039308
3049.17443	0.035138
3052.15893	0.034035
3055.14343	0.032996
3058.12793	0.033428
3061.11243	0.031735
3064.09693	0.030919
3067.08143	0.028869
3070.06593	0.026621
3073.05043	0.024864
3076.03493	0.02243
3079.01943	0.019667
3082.00393	0.018322
3084.98843	0.017071
3087.97293	0.013702
3090.95743	0.013029
3092.68844	0.015986
3095.67294	0.014246
3098.65744	0.011065
3101.64194	0.010039
3104.62644	0.00802
3107.61094	0.007997
3110.59544	0.007963
3113.57994	0.006597
3116.56444	0.00628
3119.54894	0.00567
3122.53344	0.005614
3125.51794	0.00503
3128.50244	0.004284
3131.48694	0.004703
3134.47144	0.004341
3137.45594	0.004238
3140.44044	0.00449
3143.42494	0.00376
3146.40944	0.004567
3149.39394	0.004306
3152.37844	0.003883
3155.36294	0.004415
3158.34744	0.003778
3161.33194	0.003954
3164.31644	0.003976
3167.30094	0.003435
3170.28544	0.003918
3173.26994	0.003737
3176.25444	0.003395
3179.23894	0.003923
3182.22344	0.003156
3185.20794	0.003275
3188.19244	0.003553
3191.17694	0.002658
3194.16144	0.003346
3197.14594	0.003157
3200.13044	0.002423
